mcid,program,peer_group
MCID3111215616,Mechanical,ever_enrolled
MCID3111215782,Mechanical,ever_enrolled
MCID3111215855,Mechanical,ever_enrolled
MCID3111215858,Electrical,ever_enrolled
MCID3111215869,Mechanical,ever_enrolled
MCID3111215938,Electrical,ever_enrolled
MCID3111215946,Civil,ever_enrolled
MCID3111215980,Electrical,ever_enrolled
MCID3111215995,Electrical,ever_enrolled
MCID3111216013,Civil,ever_enrolled
MCID3111216031,Electrical,ever_enrolled
MCID3111216082,Civil,ever_enrolled
MCID3111216115,Electrical,ever_enrolled
MCID3111216116,Electrical,ever_enrolled
MCID3111216263,Mechanical,ever_enrolled
MCID3111216693,Civil,ever_enrolled
MCID3111216762,Civil,ever_enrolled
MCID3111216812,Electrical,ever_enrolled
MCID3111216816,Mechanical,ever_enrolled
MCID3111216827,Electrical,ever_enrolled
MCID3111217029,Mechanical,ever_enrolled
MCID3111217189,Electrical,ever_enrolled
MCID3111217242,Civil,ever_enrolled
MCID3111217681,Mechanical,ever_enrolled
MCID3111217781,Civil,ever_enrolled
MCID3111217814,Electrical,ever_enrolled
MCID3111217894,Civil,ever_enrolled
MCID3111218086,Civil,ever_enrolled
MCID3111218175,Civil,ever_enrolled
MCID3111220581,Electrical,ever_enrolled
MCID3111220672,Electrical,ever_enrolled
MCID3111220888,Mechanical,ever_enrolled
MCID3111220898,Civil,ever_enrolled
MCID3111220933,Civil,ever_enrolled
MCID3111222081,Electrical,ever_enrolled
MCID3111222102,Electrical,ever_enrolled
MCID3111224604,Mechanical,ever_enrolled
MCID3111224620,Mechanical,ever_enrolled
MCID3111224643,Electrical,ever_enrolled
MCID3111224869,Civil,ever_enrolled
MCID3111224987,Electrical,ever_enrolled
MCID3111228864,Mechanical,ever_enrolled
MCID3111229079,Mechanical,ever_enrolled
MCID3111229516,Mechanical,ever_enrolled
MCID3111229525,Electrical,ever_enrolled
MCID3111229543,Mechanical,ever_enrolled
MCID3111230867,Electrical,ever_enrolled
MCID3111230894,Electrical,ever_enrolled
MCID3111231271,Civil,ever_enrolled
MCID3111231293,Industrial,ever_enrolled
MCID3111231304,Electrical,ever_enrolled
MCID3111232171,Electrical,ever_enrolled
MCID3111232182,Civil,ever_enrolled
MCID3111232205,Civil,ever_enrolled
MCID3111233302,Civil,ever_enrolled
MCID3111233321,Mechanical,ever_enrolled
MCID3111233350,Mechanical,ever_enrolled
MCID3111233390,Mechanical,ever_enrolled
MCID3111233729,Mechanical,ever_enrolled
MCID3111233730,Mechanical,ever_enrolled
MCID3111233733,Civil,ever_enrolled
MCID3111233792,Mechanical,ever_enrolled
MCID3111233848,Electrical,ever_enrolled
MCID3111233902,Mechanical,ever_enrolled
MCID3111233965,Electrical,ever_enrolled
MCID3111234296,Electrical,ever_enrolled
MCID3111234384,Electrical,ever_enrolled
MCID3111234403,Electrical,ever_enrolled
MCID3111234523,Mechanical,ever_enrolled
MCID3111234579,Civil,ever_enrolled
MCID3111234667,Mechanical,ever_enrolled
MCID3111234846,Electrical,ever_enrolled
MCID3111234919,Mechanical,ever_enrolled
MCID3111234996,Mechanical,ever_enrolled
MCID3111235050,Civil,ever_enrolled
MCID3111235202,Electrical,ever_enrolled
MCID3111235261,Electrical,ever_enrolled
MCID3111235261,Industrial,ever_enrolled
MCID3111235300,Mechanical,ever_enrolled
MCID3111235338,Industrial,ever_enrolled
MCID3111235520,Industrial,ever_enrolled
MCID3111237673,Civil,ever_enrolled
MCID3111238809,Civil,ever_enrolled
MCID3111239249,Electrical,ever_enrolled
MCID3111239732,Civil,ever_enrolled
MCID3111239795,Electrical,ever_enrolled
MCID3111239913,Electrical,ever_enrolled
MCID3111239942,Electrical,ever_enrolled
MCID3111239947,Civil,ever_enrolled
MCID3111239979,Civil,ever_enrolled
MCID3111239986,Electrical,ever_enrolled
MCID3111242822,Civil,ever_enrolled
MCID3111243043,Civil,ever_enrolled
MCID3111243307,Electrical,ever_enrolled
MCID3111243310,Civil,ever_enrolled
MCID3111243321,Electrical,ever_enrolled
MCID3111243327,Industrial,ever_enrolled
MCID3111243747,Civil,ever_enrolled
MCID3111243792,Industrial,ever_enrolled
MCID3111244360,Electrical,ever_enrolled
MCID3111244382,Mechanical,ever_enrolled
MCID3111244877,Industrial,ever_enrolled
MCID3111244888,Electrical,ever_enrolled
MCID3111244888,Industrial,ever_enrolled
MCID3111244914,Industrial,ever_enrolled
MCID3111245356,Electrical,ever_enrolled
MCID3111245356,Civil,ever_enrolled
MCID3111245361,Mechanical,ever_enrolled
MCID3111245373,Mechanical,ever_enrolled
MCID3111245648,Mechanical,ever_enrolled
MCID3111245941,Civil,ever_enrolled
MCID3111246222,Civil,ever_enrolled
MCID3111246780,Electrical,ever_enrolled
MCID3111246821,Electrical,ever_enrolled
MCID3111247064,Civil,ever_enrolled
MCID3111247088,Mechanical,ever_enrolled
MCID3111247093,Mechanical,ever_enrolled
MCID3111247093,Industrial,ever_enrolled
MCID3111247447,Electrical,ever_enrolled
MCID3111247751,Civil,ever_enrolled
MCID3111247808,Electrical,ever_enrolled
MCID3111247840,Mechanical,ever_enrolled
MCID3111247840,Industrial,ever_enrolled
MCID3111248066,Mechanical,ever_enrolled
MCID3111248311,Civil,ever_enrolled
MCID3111248318,Industrial,ever_enrolled
MCID3111248338,Civil,ever_enrolled
MCID3111248341,Electrical,ever_enrolled
MCID3111248360,Mechanical,ever_enrolled
MCID3111248363,Mechanical,ever_enrolled
MCID3111248603,Mechanical,ever_enrolled
MCID3111248606,Civil,ever_enrolled
MCID3111248927,Civil,ever_enrolled
MCID3111248929,Electrical,ever_enrolled
MCID3111248930,Civil,ever_enrolled
MCID3111248930,Electrical,ever_enrolled
MCID3111248967,Civil,ever_enrolled
MCID3111248974,Electrical,ever_enrolled
MCID3111248980,Electrical,ever_enrolled
MCID3111248990,Mechanical,ever_enrolled
MCID3111248996,Industrial,ever_enrolled
MCID3111249004,Electrical,ever_enrolled
MCID3111249006,Electrical,ever_enrolled
MCID3111249009,Mechanical,ever_enrolled
MCID3111249014,Electrical,ever_enrolled
MCID3111249032,Electrical,ever_enrolled
MCID3111249393,Industrial,ever_enrolled
MCID3111249947,Mechanical,ever_enrolled
MCID3111249953,Civil,ever_enrolled
MCID3111249956,Industrial,ever_enrolled
MCID3111249973,Civil,ever_enrolled
MCID3111249976,Mechanical,ever_enrolled
MCID3111249980,Mechanical,ever_enrolled
MCID3111249988,Industrial,ever_enrolled
MCID3111249992,Mechanical,ever_enrolled
MCID3111249995,Mechanical,ever_enrolled
MCID3111250054,Electrical,ever_enrolled
MCID3111250060,Civil,ever_enrolled
MCID3111250629,Civil,ever_enrolled
MCID3111250630,Industrial,ever_enrolled
MCID3111250648,Mechanical,ever_enrolled
MCID3111250654,Civil,ever_enrolled
MCID3111250887,Industrial,ever_enrolled
MCID3111251137,Electrical,ever_enrolled
MCID3111251171,Mechanical,ever_enrolled
MCID3111251174,Mechanical,ever_enrolled
MCID3111251565,Industrial,ever_enrolled
MCID3111251575,Industrial,ever_enrolled
MCID3111251591,Electrical,ever_enrolled
MCID3111251596,Mechanical,ever_enrolled
MCID3111251596,Industrial,ever_enrolled
MCID3111251596,Civil,ever_enrolled
MCID3111251925,Mechanical,ever_enrolled
MCID3111251939,Mechanical,ever_enrolled
MCID3111251939,Civil,ever_enrolled
MCID3111251965,Electrical,ever_enrolled
MCID3111252112,Mechanical,ever_enrolled
MCID3111252112,Industrial,ever_enrolled
MCID3111252344,Electrical,ever_enrolled
MCID3111252346,Mechanical,ever_enrolled
MCID3111252350,Mechanical,ever_enrolled
MCID3111252353,Mechanical,ever_enrolled
MCID3111252368,Mechanical,ever_enrolled
MCID3111252385,Electrical,ever_enrolled
MCID3111252519,Mechanical,ever_enrolled
MCID3111252548,Civil,ever_enrolled
MCID3111252708,Mechanical,ever_enrolled
MCID3111252711,Mechanical,ever_enrolled
MCID3111252712,Civil,ever_enrolled
MCID3111252713,Civil,ever_enrolled
MCID3111252719,Electrical,ever_enrolled
MCID3111252746,Electrical,ever_enrolled
MCID3111252933,Industrial,ever_enrolled
MCID3111252936,Civil,ever_enrolled
MCID3111253164,Civil,ever_enrolled
MCID3111253175,Mechanical,ever_enrolled
MCID3111253194,Electrical,ever_enrolled
MCID3111253205,Civil,ever_enrolled
MCID3111253209,Civil,ever_enrolled
MCID3111253216,Civil,ever_enrolled
MCID3111253227,Mechanical,ever_enrolled
MCID3111253351,Mechanical,ever_enrolled
MCID3111253444,Mechanical,ever_enrolled
MCID3111253446,Mechanical,ever_enrolled
MCID3111253447,Civil,ever_enrolled
MCID3111253450,Industrial,ever_enrolled
MCID3111253642,Electrical,ever_enrolled
MCID3111253792,Electrical,ever_enrolled
MCID3111253842,Mechanical,ever_enrolled
MCID3111253909,Industrial,ever_enrolled
MCID3111254004,Civil,ever_enrolled
MCID3111254013,Mechanical,ever_enrolled
MCID3111254097,Mechanical,ever_enrolled
MCID3111254099,Mechanical,ever_enrolled
MCID3111254119,Electrical,ever_enrolled
MCID3111254313,Mechanical,ever_enrolled
MCID3111254314,Electrical,ever_enrolled
MCID3111254327,Electrical,ever_enrolled
MCID3111257867,Civil,ever_enrolled
MCID3111258021,Electrical,ever_enrolled
MCID3111258296,Electrical,ever_enrolled
MCID3111258297,Mechanical,ever_enrolled
MCID3111258299,Civil,ever_enrolled
MCID3111258361,Civil,ever_enrolled
MCID3111258593,Electrical,ever_enrolled
MCID3111259320,Electrical,ever_enrolled
MCID3111259385,Civil,ever_enrolled
MCID3111259418,Electrical,ever_enrolled
MCID3111260184,Mechanical,ever_enrolled
MCID3111260400,Electrical,ever_enrolled
MCID3111260473,Civil,ever_enrolled
MCID3111260593,Electrical,ever_enrolled
MCID3111260601,Civil,ever_enrolled
MCID3111260642,Mechanical,ever_enrolled
MCID3111260790,Electrical,ever_enrolled
MCID3111260831,Electrical,ever_enrolled
MCID3111261143,Civil,ever_enrolled
MCID3111261160,Civil,ever_enrolled
MCID3111261223,Mechanical,ever_enrolled
MCID3111261324,Mechanical,ever_enrolled
MCID3111261386,Mechanical,ever_enrolled
MCID3111261387,Electrical,ever_enrolled
MCID3111261414,Electrical,ever_enrolled
MCID3111261449,Civil,ever_enrolled
MCID3111261494,Electrical,ever_enrolled
MCID3111261510,Civil,ever_enrolled
MCID3111261555,Mechanical,ever_enrolled
MCID3111261592,Mechanical,ever_enrolled
MCID3111261637,Electrical,ever_enrolled
MCID3111261637,Civil,ever_enrolled
MCID3111261684,Electrical,ever_enrolled
MCID3111261695,Mechanical,ever_enrolled
MCID3111261803,Mechanical,ever_enrolled
MCID3111261803,Civil,ever_enrolled
MCID3111261809,Electrical,ever_enrolled
MCID3111261875,Civil,ever_enrolled
MCID3111261894,Electrical,ever_enrolled
MCID3111261965,Civil,ever_enrolled
MCID3111261986,Electrical,ever_enrolled
MCID3111262014,Mechanical,ever_enrolled
MCID3111262036,Mechanical,ever_enrolled
MCID3111262039,Electrical,ever_enrolled
MCID3111262087,Electrical,ever_enrolled
MCID3111262127,Electrical,ever_enrolled
MCID3111262170,Mechanical,ever_enrolled
MCID3111262172,Civil,ever_enrolled
MCID3111262186,Electrical,ever_enrolled
MCID3111262210,Civil,ever_enrolled
MCID3111262214,Civil,ever_enrolled
MCID3111263513,Electrical,ever_enrolled
MCID3111264498,Mechanical,ever_enrolled
MCID3111264705,Electrical,ever_enrolled
MCID3111264736,Electrical,ever_enrolled
MCID3111264749,Mechanical,ever_enrolled
MCID3111264778,Civil,ever_enrolled
MCID3111264801,Civil,ever_enrolled
MCID3111264874,Mechanical,ever_enrolled
MCID3111264877,Electrical,ever_enrolled
MCID3111264877,Civil,ever_enrolled
MCID3111264903,Electrical,ever_enrolled
MCID3111264910,Civil,ever_enrolled
MCID3111264932,Mechanical,ever_enrolled
MCID3111264960,Electrical,ever_enrolled
MCID3111264963,Mechanical,ever_enrolled
MCID3111265126,Electrical,ever_enrolled
MCID3111265140,Civil,ever_enrolled
MCID3111265176,Mechanical,ever_enrolled
MCID3111265245,Electrical,ever_enrolled
MCID3111265247,Electrical,ever_enrolled
MCID3111265258,Mechanical,ever_enrolled
MCID3111265510,Civil,ever_enrolled
MCID3111265573,Mechanical,ever_enrolled
MCID3111265649,Civil,ever_enrolled
MCID3111265652,Electrical,ever_enrolled
MCID3111265814,Electrical,ever_enrolled
MCID3111268592,Civil,ever_enrolled
MCID3111268727,Mechanical,ever_enrolled
MCID3111269112,Electrical,ever_enrolled
MCID3111269150,Mechanical,ever_enrolled
MCID3111269712,Electrical,ever_enrolled
MCID3111269906,Mechanical,ever_enrolled
MCID3111270231,Electrical,ever_enrolled
MCID3111270393,Mechanical,ever_enrolled
MCID3111270397,Civil,ever_enrolled
MCID3111270458,Civil,ever_enrolled
MCID3111270458,Mechanical,ever_enrolled
MCID3111272661,Electrical,ever_enrolled
MCID3111272722,Mechanical,ever_enrolled
MCID3111273033,Mechanical,ever_enrolled
MCID3111273051,Electrical,ever_enrolled
MCID3111273593,Electrical,ever_enrolled
MCID3111274385,Electrical,ever_enrolled
MCID3111274444,Electrical,ever_enrolled
MCID3111275620,Civil,ever_enrolled
MCID3111277121,Electrical,ever_enrolled
MCID3111277507,Civil,ever_enrolled
MCID3111277661,Electrical,ever_enrolled
MCID3111277787,Electrical,ever_enrolled
MCID3111278360,Mechanical,ever_enrolled
MCID3111278426,Mechanical,ever_enrolled
MCID3111282492,Civil,ever_enrolled
MCID3111282829,Mechanical,ever_enrolled
MCID3111283054,Electrical,ever_enrolled
MCID3111284086,Electrical,ever_enrolled
MCID3111284360,Electrical,ever_enrolled
MCID3111284441,Civil,ever_enrolled
MCID3111284494,Mechanical,ever_enrolled
MCID3111286391,Mechanical,ever_enrolled
MCID3111286412,Civil,ever_enrolled
MCID3111286490,Civil,ever_enrolled
MCID3111286520,Mechanical,ever_enrolled
MCID3111286719,Mechanical,ever_enrolled
MCID3111286853,Civil,ever_enrolled
MCID3111286874,Civil,ever_enrolled
MCID3111286972,Electrical,ever_enrolled
MCID3111287122,Electrical,ever_enrolled
MCID3111287203,Electrical,ever_enrolled
MCID3111287268,Electrical,ever_enrolled
MCID3111287270,Industrial,ever_enrolled
MCID3111287300,Electrical,ever_enrolled
MCID3111287301,Civil,ever_enrolled
MCID3111287489,Mechanical,ever_enrolled
MCID3111287669,Industrial,ever_enrolled
MCID3111287744,Mechanical,ever_enrolled
MCID3111287745,Electrical,ever_enrolled
MCID3111287746,Mechanical,ever_enrolled
MCID3111287755,Civil,ever_enrolled
MCID3111287765,Electrical,ever_enrolled
MCID3111287889,Electrical,ever_enrolled
MCID3111287889,Industrial,ever_enrolled
MCID3111287933,Mechanical,ever_enrolled
MCID3111287961,Electrical,ever_enrolled
MCID3111287961,Industrial,ever_enrolled
MCID3111288180,Electrical,ever_enrolled
MCID3111288198,Industrial,ever_enrolled
MCID3111288218,Electrical,ever_enrolled
MCID3111288244,Electrical,ever_enrolled
MCID3111288265,Electrical,ever_enrolled
MCID3111288276,Electrical,ever_enrolled
MCID3111288353,Electrical,ever_enrolled
MCID3111291953,Mechanical,ever_enrolled
MCID3111292135,Mechanical,ever_enrolled
MCID3111292581,Civil,ever_enrolled
MCID3111292771,Industrial,ever_enrolled
MCID3111292933,Mechanical,ever_enrolled
MCID3111292990,Electrical,ever_enrolled
MCID3111295971,Electrical,ever_enrolled
MCID3111295971,Civil,ever_enrolled
MCID3111296062,Civil,ever_enrolled
MCID3111296309,Electrical,ever_enrolled
MCID3111296331,Civil,ever_enrolled
MCID3111296331,Electrical,ever_enrolled
MCID3111296556,Electrical,ever_enrolled
MCID3111296869,Civil,ever_enrolled
MCID3111297062,Industrial,ever_enrolled
MCID3111297325,Civil,ever_enrolled
MCID3111297740,Mechanical,ever_enrolled
MCID3111297755,Electrical,ever_enrolled
MCID3111297773,Mechanical,ever_enrolled
MCID3111297774,Electrical,ever_enrolled
MCID3111297795,Industrial,ever_enrolled
MCID3111298312,Mechanical,ever_enrolled
MCID3111298312,Civil,ever_enrolled
MCID3111298314,Mechanical,ever_enrolled
MCID3111298314,Civil,ever_enrolled
MCID3111298332,Civil,ever_enrolled
MCID3111298368,Mechanical,ever_enrolled
MCID3111298568,Mechanical,ever_enrolled
MCID3111298812,Industrial,ever_enrolled
MCID3111298823,Electrical,ever_enrolled
MCID3111298850,Industrial,ever_enrolled
MCID3111299072,Industrial,ever_enrolled
MCID3111299086,Industrial,ever_enrolled
MCID3111299436,Civil,ever_enrolled
MCID3111299466,Civil,ever_enrolled
MCID3111299546,Civil,ever_enrolled
MCID3111299792,Mechanical,ever_enrolled
MCID3111299828,Electrical,ever_enrolled
MCID3111300144,Civil,ever_enrolled
MCID3111300146,Mechanical,ever_enrolled
MCID3111300184,Industrial,ever_enrolled
MCID3111300192,Industrial,ever_enrolled
MCID3111300202,Industrial,ever_enrolled
MCID3111300206,Industrial,ever_enrolled
MCID3111300219,Mechanical,ever_enrolled
MCID3111300220,Industrial,ever_enrolled
MCID3111300476,Electrical,ever_enrolled
MCID3111300495,Mechanical,ever_enrolled
MCID3111300697,Civil,ever_enrolled
MCID3111300706,Industrial,ever_enrolled
MCID3111300707,Civil,ever_enrolled
MCID3111300747,Electrical,ever_enrolled
MCID3111300749,Mechanical,ever_enrolled
MCID3111301023,Industrial,ever_enrolled
MCID3111301384,Civil,ever_enrolled
MCID3111301388,Civil,ever_enrolled
MCID3111301395,Mechanical,ever_enrolled
MCID3111301402,Industrial,ever_enrolled
MCID3111301414,Mechanical,ever_enrolled
MCID3111301425,Electrical,ever_enrolled
MCID3111301448,Industrial,ever_enrolled
MCID3111301449,Electrical,ever_enrolled
MCID3111301980,Civil,ever_enrolled
MCID3111301988,Mechanical,ever_enrolled
MCID3111301990,Mechanical,ever_enrolled
MCID3111302407,Mechanical,ever_enrolled
MCID3111302473,Electrical,ever_enrolled
MCID3111302974,Mechanical,ever_enrolled
MCID3111302974,Civil,ever_enrolled
MCID3111303027,Civil,ever_enrolled
MCID3111303053,Electrical,ever_enrolled
MCID3111303319,Mechanical,ever_enrolled
MCID3111303329,Electrical,ever_enrolled
MCID3111303644,Industrial,ever_enrolled
MCID3111303649,Electrical,ever_enrolled
MCID3111303650,Mechanical,ever_enrolled
MCID3111303666,Mechanical,ever_enrolled
MCID3111303685,Industrial,ever_enrolled
MCID3111303700,Civil,ever_enrolled
MCID3111303707,Electrical,ever_enrolled
MCID3111303718,Electrical,ever_enrolled
MCID3111303722,Civil,ever_enrolled
MCID3111303745,Mechanical,ever_enrolled
MCID3111303751,Electrical,ever_enrolled
MCID3111303915,Mechanical,ever_enrolled
MCID3111304182,Mechanical,ever_enrolled
MCID3111304185,Industrial,ever_enrolled
MCID3111304189,Electrical,ever_enrolled
MCID3111304193,Industrial,ever_enrolled
